72|삼성SDI기흥본사|경기 용인시 기흥구 공세로 150-20|37.2372827143013|127.11077663159|123.0|2|0|0|37|12|2|0|3|14|0|33159702.0|11053234|132638808|0.0|0.0|0.0|6.0|1.0|0.0|0.0|0.0|5.0|0.0|84.96|2010-10-20|nan|영업|nan|1|5|30500000|2581|40030|1244|3890000|3092|3270000
73|수원당수|경기 수원시 권선구 당진로 29-4|37.2915972899334|126.940191460177|201.0|4|0|0|28|6|0|0|2|15|0|5180112.0|1726704|20720448|4.0|0.0|0.0|20.0|6.0|0.0|0.0|2.0|15.0|0.0|196.75|2010-10-22|nan|영업|nan|6|6|21700000|1966|69923|834|3470000|8207|3120000
74|안산사동중앙|경기도 안산시 상록구 석호로 196|37.2953471643308|126.852616163487|205.0|12|0|1|56|18|9|1|4|23|0|165796783.0|55265594|663187132|2.0|0.0|0.0|14.0|4.0|4.0|0.0|1.0|7.0|0.0|76.08|2022-07-13|nan|영업|nan|9|25|23100000|2129|36124|2318|3330000|11573|2940000
75|안산본오한양|경기도 안산시 상록구 샘골로 144|37.296614206343|126.863358542287|208.0|14|0|2|70|15|14|1|8|11|0|94657444.0|31552481|378629778|7.0|0.0|0.0|19.0|7.0|1.0|0.0|3.0|6.0|0.0|108.9|2018-03-02|nan|영업|nan|29|53|24240000|2181|75740|3391|3340000|31526|2820000
76|수원삼성전자|경기도 수원시 영통구 삼성로 129 I-14동|37.257643055151|127.053129481167|144.0|9|1|0|28|7|1|0|6|28|0|6096721.0|2032240|24386884|1.0|1.0|0.0|6.0|0.0|0.0|0.0|0.0|1.0|0.0|82.02|2011-12-21|nan|영업|nan|3|16|13770000|1683|74136|10339|5370000|22|3940000
77|수원세류LH|경기 수원시 권선구 세류로 32|37.2618559531649|127.007289175765|145.0|4|0|0|97|21|1|3|3|5|0|134562171.0|44854057|538248684|0.0|0.0|0.0|22.0|5.0|0.0|0.0|1.0|0.0|0.0|69.27|2008-12-17|nan|영업|nan|6|40|31750000|2452|42110|2498|3450000|17950|2920000
78|수원시청역|경기 수원시 팔달구 권광로 181 씨네파크 104호|37.2637484872618|127.032221016662|148.0|3|1|1|54|43|4|1|9|16|0|118866864.0|39622288|475467457|2.0|1.0|0.0|14.0|17.0|3.0|1.0|0.0|8.0|0.0|103.29|2021-11-09|nan|영업|nan|15|34|27280000|2412|280668|15931|3630000|6905|3240000
79|대부도|경기도 안산시 단원구 대선로 6|37.2708603933952|126.57136783685|161.0|1|0|0|8|0|0|0|0|1|0|0.0|0|0|1.0|0.0|0.0|7.0|0.0|0.0|0.0|0.0|0.0|0.0|66.2|2008-03-19|nan|영업|nan|2|2|28860000|2014|10920|35|3460000|101|3020000
80|매탄위브|경기도 수원시 영통구 매탄동923-30|37.2647042265097|127.041215003445|151.0|8|1|0|55|33|2|1|10|20|0|48325375.0|16108458|193301501|1.0|0.0|0.0|16.0|6.0|0.0|0.0|5.0|3.0|0.0|24.9|2015-01-23|nan|영업|nan|11|48|29400000|2546|62910|4266|4930000|26262|3400000
81|인계파밀리에|경기도 수원시 팔달구 세지로 211|37.27044254333|127.023208974268|162.0|3|3|1|56|42|6|1|6|12|0|169814176.0|56604725|679256707|0.0|0.0|0.0|8.0|5.0|1.0|0.0|2.0|1.0|0.0|106.77|2004-04-22|nan|영업|nan|6|33|24020000|2065|53337|4344|3550000|13261|2950000
